implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
radix,fdece4e,ascending,20260920,16384,16384,1,0,0.00379246,16384,NA,NA,NA,8765440,2910392,177,10391311361299390019,0,1862125,1260208,859834,all,8154167,3792458,3792458,1862125,379542,1260208,859834
vector,fdece4e,ascending,20260920,16384,16384,1,0,0.00396025,16384,NA,NA,NA,7241728,679171,41,10391311361299390019,0,1100041,1026792,891083,all,6978166,3960250,3960250,1100041,0,1026792,891083
skiplist,fdece4e,ascending,20260920,16384,16384,1,0,0.00588129,16384,NA,NA,NA,6815744,969872,59,10391311361299390019,0,959500,897250,825250,all,8563292,5881292,5881292,959500,0,897250,825250
vector,fdece4e,ascending,20260920,16384,16384,1,0,0.00175938,16384,NA,NA,NA,6995968,679171,41,10391311361299390019,0,1020000,976750,771292,all,4527500,1759375,1759375,1020000,83,976750,771292
skiplist,fdece4e,ascending,20260920,16384,16384,1,0,0.00598562,16384,NA,NA,NA,6832128,969760,59,10391311361299390019,0,784250,803875,841375,all,8415167,5985625,5985625,784250,42,803875,841375
radix,fdece4e,ascending,20260920,16384,16384,1,0,0.00374446,16384,NA,NA,NA,8781824,2910392,177,10391311361299390019,0,822750,842875,772500,all,6253416,3744458,3744458,822750,70833,842875,772500
radix,fdece4e,ascending,20260920,16384,16384,4,0,0.00193575,16384,NA,NA,NA,9519104,3317520,202,10391311361299390019,0,899708,1077125,799292,all,4979250,1935750,1935750,899708,267375,1077125,799292
vector,fdece4e,ascending,20260920,16384,16384,4,0,0.00125254,16384,NA,NA,NA,7454720,700331,42,10391311361299390019,0,3962625,3581458,821625,all,9618291,1252542,1252542,3962625,41,3581458,821625
skiplist,fdece4e,ascending,20260920,16384,16384,4,0,0.00300771,16384,NA,NA,NA,7241728,1015792,61,10391311361299390019,0,1528625,1222750,824375,all,6583500,3007708,3007708,1528625,42,1222750,824375
vector,fdece4e,ascending,20260920,16384,16384,4,0,0.000922291,16384,NA,NA,NA,7487488,700331,42,10391311361299390019,0,3497459,3401458,802750,all,8623958,922291,922291,3497459,0,3401458,802750
skiplist,fdece4e,ascending,20260920,16384,16384,4,0,0.00218671,16384,NA,NA,NA,7192576,1016648,62,10391311361299390019,0,790750,773959,806583,all,4558042,2186708,2186708,790750,42,773959,806583
radix,fdece4e,ascending,20260920,16384,16384,4,0,0.00197546,16384,NA,NA,NA,9469952,3235720,197,10391311361299390019,0,813500,935209,811666,all,4616083,1975458,1975458,813500,80250,935209,811666
radix,fdece4e,ascending,20260920,16384,16384,4,0,0.00354567,16384,NA,NA,NA,9355264,3174768,193,10391311361299390019,0,971291,1077959,832916,all,6569833,3545667,3545667,971291,142000,1077959,832916
vector,fdece4e,ascending,20260920,16384,16384,4,0,0.00128058,16384,NA,NA,NA,7569408,700311,42,10391311361299390019,0,3613000,3696542,821583,all,9411708,1280583,1280583,3613000,0,3696542,821583
skiplist,fdece4e,ascending,20260920,16384,16384,4,0,0.00217021,16384,NA,NA,NA,7208960,1016728,62,10391311361299390019,0,838708,790209,784375,all,4583541,2170208,2170208,838708,41,790209,784375
vector,fdece4e,ascending,20260920,16384,16384,4,0,0.000939708,16384,NA,NA,NA,7487488,700311,42,10391311361299390019,0,3422125,3386542,781041,all,8529416,939708,939708,3422125,0,3386542,781041
skiplist,fdece4e,ascending,20260920,16384,16384,4,0,0.00348112,16384,NA,NA,NA,7225344,1015496,61,10391311361299390019,0,800042,782583,807000,all,5870750,3481125,3481125,800042,0,782583,807000
radix,fdece4e,ascending,20260920,16384,16384,4,0,0.00400796,16384,NA,NA,NA,9322496,3185688,194,10391311361299390019,0,1260084,932583,834125,all,7134250,4007958,4007958,1260084,99500,932583,834125
radix,fdece4e,ascending,20260920,16384,16384,4,0,0.00186637,16384,NA,NA,NA,9469952,3252024,198,10391311361299390019,0,993542,1033166,827500,all,4886750,1866375,1866375,993542,166167,1033166,827500
vector,fdece4e,ascending,20260920,16384,16384,4,0,0.000952666,16384,NA,NA,NA,7487488,700351,42,10391311361299390019,0,3517459,3407041,774375,all,8651541,952666,952666,3517459,0,3407041,774375
skiplist,fdece4e,ascending,20260920,16384,16384,4,0,0.002099,16384,NA,NA,NA,7192576,1015632,61,10391311361299390019,0,788834,783250,791083,all,4462208,2099000,2099000,788834,41,783250,791083
radix,fdece4e,ascending,20260920,16384,16384,8,0,0.00260421,16384,NA,NA,NA,9502720,3213608,196,10391311361299390019,0,880167,968667,834916,all,5430708,2604208,2604208,880167,142750,968667,834916
vector,fdece4e,ascending,20260920,16384,16384,8,0,0.00157337,16384,NA,NA,NA,7634944,700291,42,10391311361299390019,0,4051167,3746750,822625,all,10193917,1573375,1573375,4051167,0,3746750,822625
skiplist,fdece4e,ascending,20260920,16384,16384,8,0,0.00529604,16384,NA,NA,NA,7258112,1016088,62,10391311361299390019,0,818375,815292,884291,all,7814042,5296042,5296042,818375,42,815292,884291
vector,fdece4e,ascending,20260920,16384,16384,8,0,0.00132658,16384,NA,NA,NA,7651328,700311,42,10391311361299390019,0,3379000,3236125,828500,all,8770208,1326583,1326583,3379000,0,3236125,828500
skiplist,fdece4e,ascending,20260920,16384,16384,8,0,0.00195283,16384,NA,NA,NA,7340032,1021928,62,10391311361299390019,0,794375,772500,771417,all,4291125,1952833,1952833,794375,0,772500,771417
radix,fdece4e,ascending,20260920,16384,16384,8,0,0.00229092,16384,NA,NA,NA,9584640,3222128,196,10391311361299390019,0,952667,1032666,798709,all,5244500,2290917,2290917,952667,169541,1032666,798709
radix,fdece4e,ascending,20260920,16384,16384,8,0,0.00287312,16384,NA,NA,NA,9486336,3188840,194,10391311361299390019,0,890625,947917,805708,all,5622083,2873125,2873125,890625,104708,947917,805708
vector,fdece4e,ascending,20260920,16384,16384,8,0,0.00123233,16384,NA,NA,NA,7553024,700251,42,10391311361299390019,0,3545083,3440542,821208,all,9039166,1232333,1232333,3545083,0,3440542,821208
skiplist,fdece4e,ascending,20260920,16384,16384,8,0,0.0023145,16384,NA,NA,NA,7274496,1015936,62,10391311361299390019,0,808875,771125,820000,all,4714542,2314500,2314500,808875,42,771125,820000
vector,fdece4e,ascending,20260920,16384,16384,8,0,0.00120538,16384,NA,NA,NA,7536640,700291,42,10391311361299390019,0,3364042,3599833,806792,all,8976167,1205375,1205375,3364042,125,3599833,806792
skiplist,fdece4e,ascending,20260920,16384,16384,8,0,0.00230754,16384,NA,NA,NA,7421952,1022024,62,10391311361299390019,0,813875,812667,799708,all,4733791,2307541,2307541,813875,0,812667,799708
radix,fdece4e,ascending,20260920,16384,16384,8,0,0.00533633,16384,NA,NA,NA,9240576,3149424,192,10391311361299390019,0,906375,885042,773083,all,7997542,5336333,5336333,906375,96709,885042,773083
radix,fdece4e,ascending,20260920,16384,16384,8,0,0.00574462,16384,NA,NA,NA,9158656,3154536,192,10391311361299390019,0,884042,980666,801375,all,8528374,5744625,5744625,884042,117666,980666,801375
vector,fdece4e,ascending,20260920,16384,16384,8,0,0.00115862,16384,NA,NA,NA,7602176,700291,42,10391311361299390019,0,3360375,3608750,813500,all,8941250,1158625,1158625,3360375,0,3608750,813500
skiplist,fdece4e,ascending,20260920,16384,16384,8,0,0.00259975,16384,NA,NA,NA,7356416,1019152,62,10391311361299390019,0,843958,840917,844833,all,5129500,2599750,2599750,843958,42,840917,844833
vector,fdece4e,random,20260920,16384,16384,1,0,0.00171871,16384,NA,NA,NA,7045120,679171,41,10391311361299390019,0,3564458,3622167,788250,all,9693626,1718709,1718709,3564458,42,3622167,788250
skiplist,fdece4e,random,20260920,16384,16384,1,0,0.00644846,16384,NA,NA,NA,6799360,969824,59,10391311361299390019,0,1263542,877333,864209,all,9453583,6448458,6448458,1263542,41,877333,864209
radix,fdece4e,random,20260920,16384,16384,1,0,0.00403388,16384,NA,NA,NA,8781824,2938120,179,10391311361299390019,0,898459,861041,772459,all,6650459,4033875,4033875,898459,84625,861041,772459
radix,fdece4e,random,20260920,16384,16384,1,0,0.00406742,16384,NA,NA,NA,8781824,2938120,179,10391311361299390019,0,839792,855083,795125,all,6636166,4067416,4067416,839792,78750,855083,795125
vector,fdece4e,random,20260920,16384,16384,1,0,0.00171979,16384,NA,NA,NA,7045120,679171,41,10391311361299390019,0,3560792,3752292,799458,all,9832500,1719791,1719791,3560792,167,3752292,799458
skiplist,fdece4e,random,20260920,16384,16384,1,0,0.00826867,16384,NA,NA,NA,6848512,968936,59,10391311361299390019,0,906458,828875,780375,all,10784416,8268667,8268667,906458,41,828875,780375
vector,fdece4e,random,20260920,16384,16384,1,0,0.00190125,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,4173875,3768458,834458,all,10678083,1901250,1901250,4173875,42,3768458,834458
skiplist,fdece4e,random,20260920,16384,16384,1,0,0.00687525,16384,NA,NA,NA,6815744,969160,59,10391311361299390019,0,834375,825250,826417,all,9361292,6875250,6875250,834375,0,825250,826417
radix,fdece4e,random,20260920,16384,16384,1,0,0.00472346,16384,NA,NA,NA,8781824,2938120,179,10391311361299390019,0,3743583,1892375,945417,all,11801041,4723458,4723458,3743583,496208,1892375,945417
radix,fdece4e,random,20260920,16384,16384,1,0,0.00397567,16384,NA,NA,NA,8781824,2938120,179,10391311361299390019,0,851083,909667,1000750,all,6816209,3975667,3975667,851083,79042,909667,1000750
vector,fdece4e,random,20260920,16384,16384,1,0,0.00175512,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,3602125,4036791,845917,all,10240583,1755125,1755125,3602125,625,4036791,845917
skiplist,fdece4e,random,20260920,16384,16384,1,0,0.00705425,16384,NA,NA,NA,6815744,970136,59,10391311361299390019,0,935500,925500,857916,all,9773166,7054250,7054250,935500,0,925500,857916
vector,fdece4e,random,20260920,16384,16384,1,0,0.00179175,16384,NA,NA,NA,7012352,679171,41,10391311361299390019,0,3610875,3587625,944500,all,9934917,1791750,1791750,3610875,167,3587625,944500
skiplist,fdece4e,random,20260920,16384,16384,1,0,0.0061655,16384,NA,NA,NA,6815744,970120,59,10391311361299390019,0,792625,770791,771000,all,8499957,6165500,6165500,792625,41,770791,771000
radix,fdece4e,random,20260920,16384,16384,1,0,0.00395129,16384,NA,NA,NA,8798208,2938120,179,10391311361299390019,0,1120334,1058958,837458,all,7131541,3951291,3951291,1120334,163500,1058958,837458
radix,fdece4e,random,20260920,16384,16384,4,0,0.001635,16384,NA,NA,NA,9322496,3139952,191,10391311361299390019,0,1021292,1081583,810500,all,4684791,1635000,1635000,1021292,136416,1081583,810500
vector,fdece4e,random,20260920,16384,16384,4,0,0.0012985,16384,NA,NA,NA,7618560,700331,42,10391311361299390019,0,4008833,3750458,820959,all,9878792,1298500,1298500,4008833,42,3750458,820959
skiplist,fdece4e,random,20260920,16384,16384,4,0,0.00291262,16384,NA,NA,NA,7274496,1015424,61,10391311361299390019,0,1043375,911417,819833,all,5687292,2912625,2912625,1043375,42,911417,819833
vector,fdece4e,random,20260920,16384,16384,4,0,0.00093425,16384,NA,NA,NA,7618560,700331,42,10391311361299390019,0,3602750,3607625,779667,all,8924333,934250,934250,3602750,41,3607625,779667
skiplist,fdece4e,random,20260920,16384,16384,4,0,0.00237283,16384,NA,NA,NA,7110656,1013952,61,10391311361299390019,0,788834,771333,814167,all,4747208,2372833,2372833,788834,41,771333,814167
radix,fdece4e,random,20260920,16384,16384,4,0,0.00171042,16384,NA,NA,NA,9355264,3138192,191,10391311361299390019,0,859959,886333,787833,all,4322374,1710416,1710416,859959,77833,886333,787833
radix,fdece4e,random,20260920,16384,16384,4,0,0.00289504,16384,NA,NA,NA,9322496,3141848,191,10391311361299390019,0,1833458,1010292,846542,all,6718084,2895042,2895042,1833458,132750,1010292,846542
vector,fdece4e,random,20260920,16384,16384,4,0,0.00106775,16384,NA,NA,NA,7520256,700331,42,10391311361299390019,0,3963750,3840208,821417,all,9693583,1067750,1067750,3963750,458,3840208,821417
skiplist,fdece4e,random,20260920,16384,16384,4,0,0.00194079,16384,NA,NA,NA,7159808,1022384,62,10391311361299390019,0,807417,782833,782708,all,4313750,1940792,1940792,807417,0,782833,782708
vector,fdece4e,random,20260920,16384,16384,4,0,0.00181983,16384,NA,NA,NA,7405568,699266,42,10391311361299390019,0,3658958,3576167,778542,all,9833625,1819833,1819833,3658958,125,3576167,778542
skiplist,fdece4e,random,20260920,16384,16384,4,0,0.002184,16384,NA,NA,NA,7192576,1016448,62,10391311361299390019,0,787709,783708,785542,all,4540959,2184000,2184000,787709,0,783708,785542
radix,fdece4e,random,20260920,16384,16384,4,0,0.00236467,16384,NA,NA,NA,9355264,3144728,191,10391311361299390019,0,1793333,1100625,845875,all,6256500,2364667,2364667,1793333,152000,1100625,845875
radix,fdece4e,random,20260920,16384,16384,4,0,0.00419613,16384,NA,NA,NA,9191424,3120192,190,10391311361299390019,0,2946667,4282500,1820750,all,14026292,4196125,4196125,2946667,780250,4282500,1820750
vector,fdece4e,random,20260920,16384,16384,4,0,0.000929167,16384,NA,NA,NA,7471104,700331,42,10391311361299390019,0,3685750,4207916,832042,all,9654917,929167,929167,3685750,42,4207916,832042
skiplist,fdece4e,random,20260920,16384,16384,4,0,0.00248792,16384,NA,NA,NA,7274496,1018376,62,10391311361299390019,0,1160458,1016959,894125,all,5559459,2487917,2487917,1160458,0,1016959,894125
radix,fdece4e,random,20260920,16384,16384,8,0,0.00266771,16384,NA,NA,NA,9551872,3151240,192,10391311361299390019,0,950834,1004583,820792,all,5554876,2667708,2667708,950834,110959,1004583,820792
vector,fdece4e,random,20260920,16384,16384,8,0,0.00113946,16384,NA,NA,NA,7536640,700311,42,10391311361299390019,0,3711541,3584209,849875,all,9285126,1139459,1139459,3711541,42,3584209,849875
skiplist,fdece4e,random,20260920,16384,16384,8,0,0.00552108,16384,NA,NA,NA,7028736,1018880,62,10391311361299390019,0,867541,853959,786875,all,8029751,5521084,5521084,867541,292,853959,786875
vector,fdece4e,random,20260920,16384,16384,8,0,0.00153733,16384,NA,NA,NA,7487488,700311,42,10391311361299390019,0,5876375,3696708,791083,all,11901541,1537334,1537334,5876375,41,3696708,791083
skiplist,fdece4e,random,20260920,16384,16384,8,0,0.00460658,16384,NA,NA,NA,7159808,1019168,62,10391311361299390019,0,863209,812500,811500,all,7093833,4606583,4606583,863209,41,812500,811500
radix,fdece4e,random,20260920,16384,16384,8,0,0.00380342,16384,NA,NA,NA,9551872,3152000,192,10391311361299390019,0,1971208,1376042,1300417,all,8678751,3803417,3803417,1971208,227667,1376042,1300417
radix,fdece4e,random,20260920,16384,16384,8,0,0.00329333,16384,NA,NA,NA,9551872,3147840,192,10391311361299390019,0,1951334,1266208,1327583,all,8039499,3293333,3293333,1951334,201041,1266208,1327583
vector,fdece4e,random,20260920,16384,16384,8,0,0.00113954,16384,NA,NA,NA,7667712,700230,42,10391311361299390019,0,3772041,3853334,1041000,all,9805917,1139542,1139542,3772041,0,3853334,1041000
skiplist,fdece4e,random,20260920,16384,16384,8,0,0.00221429,16384,NA,NA,NA,7421952,1018616,62,10391311361299390019,0,793834,1105291,1127250,all,5240666,2214291,2214291,793834,0,1105291,1127250
vector,fdece4e,random,20260920,16384,16384,8,0,0.00125904,16384,NA,NA,NA,7667712,700291,42,10391311361299390019,0,3794958,3906958,795584,all,9756625,1259042,1259042,3794958,83,3906958,795584
skiplist,fdece4e,random,20260920,16384,16384,8,0,0.00299783,16384,NA,NA,NA,7356416,1022096,62,10391311361299390019,0,803542,798542,817750,all,5417667,2997833,2997833,803542,0,798542,817750
radix,fdece4e,random,20260920,16384,16384,8,0,0.00288729,16384,NA,NA,NA,9453568,3149944,192,10391311361299390019,0,1109500,1075500,875875,all,6068042,2887292,2887292,1109500,119875,1075500,875875
radix,fdece4e,random,20260920,16384,16384,8,0,0.00355458,16384,NA,NA,NA,9469952,3148104,192,10391311361299390019,0,1089417,1167458,910542,all,6888209,3554583,3554583,1089417,166209,1167458,910542
vector,fdece4e,random,20260920,16384,16384,8,0,0.00112671,16384,NA,NA,NA,7651328,700291,42,10391311361299390019,0,3714167,3794083,783834,all,9418792,1126708,1126708,3714167,0,3794083,783834
skiplist,fdece4e,random,20260920,16384,16384,8,0,0.00250317,16384,NA,NA,NA,7421952,1021016,62,10391311361299390019,0,819500,824000,812500,all,4959167,2503167,2503167,819500,0,824000,812500
vector,fdece4e,versions,20260920,16384,16384,1,0,0.00186729,16384,NA,NA,NA,7028736,679171,41,4006942161777933379,0,3674125,3411875,802250,all,9755541,1867291,1867291,3674125,0,3411875,802250
skiplist,fdece4e,versions,20260920,16384,16384,1,0,0.00600475,16384,NA,NA,NA,6815744,969712,59,4006942161777933379,0,784000,795584,777583,all,8361917,6004750,6004750,784000,0,795584,777583
radix,fdece4e,versions,20260920,16384,16384,1,0,0.00480458,16384,NA,NA,NA,8519680,2664784,162,4006942161777933379,0,935125,970792,883000,all,7721875,4804583,4804583,935125,128375,970792,883000
radix,fdece4e,versions,20260920,16384,16384,1,0,0.00459692,16384,NA,NA,NA,8503296,2664784,162,4006942161777933379,0,1404459,1314541,1026584,all,8582584,4596916,4596916,1404459,240084,1314541,1026584
vector,fdece4e,versions,20260920,16384,16384,1,0,0.00178846,16384,NA,NA,NA,7012352,679171,41,4006942161777933379,0,3452917,3560250,786750,all,9588584,1788458,1788458,3452917,209,3560250,786750
skiplist,fdece4e,versions,20260920,16384,16384,1,0,0.00571483,16384,NA,NA,NA,6832128,969168,59,4006942161777933379,0,822834,775208,772958,all,8085874,5714833,5714833,822834,41,775208,772958
vector,fdece4e,versions,20260920,16384,16384,1,0,0.00172221,16384,NA,NA,NA,7045120,679171,41,4006942161777933379,0,3462500,3394583,780458,all,9359792,1722209,1722209,3462500,42,3394583,780458
skiplist,fdece4e,versions,20260920,16384,16384,1,0,0.00589221,16384,NA,NA,NA,6832128,970520,59,4006942161777933379,0,824167,790958,771709,all,8279042,5892208,5892208,824167,0,790958,771709
radix,fdece4e,versions,20260920,16384,16384,1,0,0.00465029,16384,NA,NA,NA,8503296,2664784,162,4006942161777933379,0,1033375,965166,1391125,all,8166208,4650292,4650292,1033375,126250,965166,1391125
radix,fdece4e,versions,20260920,16384,16384,1,0,0.00477846,16384,NA,NA,NA,8552448,2664784,162,4006942161777933379,0,1086166,1049042,880875,all,7996667,4778459,4778459,1086166,202125,1049042,880875
vector,fdece4e,versions,20260920,16384,16384,1,0,0.00175725,16384,NA,NA,NA,7012352,679171,41,4006942161777933379,0,3455000,3923250,859250,all,9994792,1757250,1757250,3455000,42,3923250,859250
skiplist,fdece4e,versions,20260920,16384,16384,1,0,0.00756767,16384,NA,NA,NA,6832128,968808,59,4006942161777933379,0,871000,897875,855625,all,10192208,7567666,7567666,871000,42,897875,855625
vector,fdece4e,versions,20260920,16384,16384,1,0,0.00187621,16384,NA,NA,NA,6979584,679171,41,4006942161777933379,0,3885750,4994708,846292,all,11602958,1876208,1876208,3885750,0,4994708,846292
skiplist,fdece4e,versions,20260920,16384,16384,1,0,0.00652575,16384,NA,NA,NA,6832128,970440,59,4006942161777933379,0,1244625,875042,880833,all,9526291,6525750,6525750,1244625,41,875042,880833
radix,fdece4e,versions,20260920,16384,16384,1,0,0.00457108,16384,NA,NA,NA,8519680,2664784,162,4006942161777933379,0,982167,1005542,781875,all,7491292,4571083,4571083,982167,150625,1005542,781875
radix,fdece4e,versions,20260920,16384,16384,4,0,0.00205167,16384,NA,NA,NA,9043968,2802632,171,4006942161777933379,0,914375,922667,780125,all,4780291,2051666,2051666,914375,111458,922667,780125
vector,fdece4e,versions,20260920,16384,16384,4,0,0.0010335,16384,NA,NA,NA,7503872,700331,42,4006942161777933379,0,4413792,4944375,804750,all,11196459,1033500,1033500,4413792,42,4944375,804750
